Customer_ID,Age,Gender,Phone No,Email,Location,Date,Flight ID,Preferred_Travel_Class,Booking_Channel,Destination_Type,Booking_Frequency,Distance,Miles_Accrued,Loyalty_Tier,Flight_Cancellations,Price_of_Ticket,Tenure,Revenue_Contribution,Ancillary_Purchases,Discount_Usage,Offer,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,AVG_INTERVAL time,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Complaints_Frequency,NPS,Recency
449,41,Female,(648)599-7292x291,timothywilliamson@example.org,Germany,22-01-2024,GE3208,Economy,Online,International,2,722,7758,Gold,0,1642.58,2,3506.48,4,34,Discount,2,4,5,3,5,4,5,1,5,1,4,5,3,1,103,10,2,5,146
450,37,Male,(614)614-0006x08183,hharrison@example.org,USA,14-02-2024,US8809,First Class,Agent,International,2,3257,4613,Silver,3,210.47,5,3300.34,2,36,Discount,5,3,2,5,3,5,3,1,4,5,4,1,13,5,42,0,4,5,308
451,77,Male,469-655-5465x7750,hgonzalez@example.net,USA,26-10-2024,US5901,First Class,Agent,International,9,9336,57,Platinum,4,1909.1,1,8387.88,0,34,Free Upgrade,5,5,5,2,3,2,2,1,1,3,5,3,16,3,53,118,2,8,35
452,74,Female,-10302,angela96@example.net,France,08-10-2024,FR7611,First Class,Agent,Domestic,3,271,2754,Platinum,1,1480.95,1,1876.45,4,13,No Offer,5,3,1,3,1,1,3,1,3,2,4,2,23,2,21,23,2,10,188
453,50,Female,272-310-9454x5312,ellismaria@example.com,India,12-12-2024,IN4437,First Class,Online,International,2,9273,1427,Gold,5,798.58,10,4752.16,4,40,Discount,1,2,1,3,2,1,3,3,2,1,3,5,29,2,82,30,3,3,74
454,29,Female,239-634-2915,xward@example.net,Australia,27-04-2024,AU4995,Economy,Phone,Domestic,2,3577,2246,Bronze,0,1997.79,5,534.54,1,8,Free Upgrade,3,2,1,5,2,2,3,5,5,3,4,1,2,5,102,3,2,2,166
455,72,Male,(710)241-4990x65082,lopezpatrick@example.com,Australia,03-07-2024,AU3983,Economy,Phone,International,9,7325,2581,Silver,1,969.93,6,9509.58,2,13,Free Upgrade,3,1,1,2,5,4,4,1,1,5,2,2,24,1,46,58,0,5,263
456,55,Female,970.624.0131x134,ugray@example.org,Germany,02-01-2024,GE9405,Economy,Mobile App,Domestic,3,3483,1666,Silver,0,605.22,5,13992.5,3,46,No Offer,1,3,5,5,2,5,1,2,5,3,4,4,24,4,117,68,2,8,61
457,26,Male,899.997.2112x297,cmorris@example.net,Australia,22-11-2024,AU1612,Business,Mobile App,Domestic,3,6367,660,Platinum,4,651.57,10,9011.9,0,18,Free Upgrade,1,1,1,2,5,3,1,5,2,5,5,4,3,1,89,28,5,7,169
458,73,Female,472.522.2469x296,wyoung@example.com,France,08-10-2024,FR2152,Business,Agent,International,8,7401,8408,Bronze,4,1774.54,6,9384.76,3,48,Lounge Access,5,5,5,5,4,4,1,1,5,1,5,5,21,3,21,109,5,5,345
459,40,Female,348-401-2426x13253,espinozawendy@example.net,Japan,21-05-2024,JA8101,Business,Phone,Domestic,9,1091,2281,Gold,1,1756.29,7,5309.46,0,40,No Offer,1,2,1,1,5,4,3,1,4,4,2,4,12,3,6,43,2,7,132
460,68,Female,-6943,powellbenjamin@example.org,Canada,22-01-2024,CA1513,Economy,Mobile App,International,9,6911,620,Bronze,4,433.04,2,8081.05,0,36,Discount,4,3,2,4,1,4,1,4,2,2,2,3,7,3,112,117,3,7,308
461,52,Female,355.766.1225x409,willie98@example.org,Germany,26-10-2024,GE9863,Economy,Online,International,5,2025,7666,Platinum,0,114.93,10,1515.8,1,10,Lounge Access,4,1,1,2,2,5,5,2,1,2,3,3,9,5,112,27,0,6,158
462,67,Female,(730)426-8167x04079,aaronalvarez@example.com,USA,15-05-2024,US6588,Business,Phone,Domestic,8,9913,1882,Platinum,2,428.77,8,13899.33,1,38,Free Upgrade,4,4,5,3,2,4,1,1,4,3,4,1,1,5,43,32,4,8,15
463,63,Male,001-525-474-0268x369,conleyjessica@example.com,Germany,09-02-2024,GE7852,Business,Phone,International,4,2237,3268,Platinum,3,1527.43,4,1753.25,3,3,Free Upgrade,1,3,4,3,5,4,2,3,4,2,4,4,22,3,47,43,2,10,331
464,41,Male,451.843.0673,deborah60@example.net,UK,03-04-2024,UK9685,Economy,Mobile App,International,6,6877,2449,Bronze,4,1545.36,2,442.1,1,26,Lounge Access,5,4,1,2,4,4,1,5,2,2,4,1,1,1,55,92,5,8,311
465,58,Female,377.397.9247x8832,angelaharris@example.net,Canada,20-01-2024,CA3759,Business,Mobile App,International,1,3239,289,Bronze,5,577.25,3,5305.72,0,21,Free Upgrade,1,5,2,2,3,1,5,3,2,3,5,2,1,3,57,42,3,4,316
466,23,Male,001-797-761-4115x534,xkline@example.com,Germany,09-12-2024,GE6528,Business,Mobile App,International,5,2547,32,Gold,5,1099.17,10,1219.24,1,37,Discount,5,3,4,1,4,2,5,5,1,5,5,5,6,2,30,99,3,2,61
467,77,Male,001-653-694-3306,prodgers@example.net,India,06-04-2024,IN1860,Economy,Mobile App,International,4,2911,450,Platinum,4,1974.08,7,2122.68,2,19,Free Upgrade,3,5,2,3,3,3,1,2,2,3,2,5,19,1,21,5,1,9,66
468,22,Female,(887)564-2809x3948,william18@example.com,Japan,08-11-2024,JA5779,Economy,Mobile App,Domestic,10,1411,4073,Gold,5,1202.81,2,13491.1,3,10,No Offer,2,2,3,2,4,5,1,4,2,5,2,5,18,5,54,27,3,8,231
469,18,Female,488.948.0729,elizabeth66@example.com,Japan,04-07-2024,JA2651,Business,Online,International,6,8585,1422,Silver,5,887.8,7,2501.9,3,16,Free Upgrade,3,3,5,4,2,4,3,3,5,1,5,5,24,4,29,90,0,5,77
470,70,Female,437-221-8267x4333,hawkinsjeffrey@example.org,Germany,02-09-2024,GE7233,Business,Online,International,2,4688,6990,Silver,3,1307.28,1,531.45,3,11,No Offer,3,2,3,2,4,4,3,4,2,1,1,3,6,5,74,89,2,7,42
471,69,Female,433-561-9066x549,jessicapark@example.org,Australia,23-03-2024,AU8050,Economy,Phone,International,3,8086,2612,Bronze,3,1111.54,3,7499.8,5,47,Free Upgrade,4,1,4,1,3,3,1,4,2,1,5,5,9,4,81,35,1,7,145
472,80,Male,649.414.1725,sheilastrickland@example.com,USA,01-06-2024,US1753,Economy,Online,International,5,1022,163,Bronze,1,1437.27,6,1561.73,4,26,Lounge Access,2,5,4,5,2,1,3,2,2,1,4,5,24,5,61,117,0,1,158
473,61,Female,622.237.1285,daltonsherry@example.org,UK,26-09-2024,UK5237,Economy,Mobile App,International,3,2613,7101,Gold,2,1676.41,3,6511.1,2,46,No Offer,3,1,4,3,3,3,1,5,3,3,4,1,22,5,100,107,4,1,303
474,69,Female,978.907.8362x98988,emily66@example.com,India,19-05-2024,IN1482,Economy,Mobile App,International,6,1909,4762,Gold,2,176.2,9,2919.84,0,50,Discount,1,5,3,1,2,1,2,1,3,5,3,4,4,1,43,43,3,2,66
475,52,Female,001-370-854-0749x90458,davidsonkristina@example.org,India,10-02-2024,IN1799,Business,Phone,Domestic,2,9608,7582,Silver,5,1538.37,5,4967.04,5,38,Lounge Access,5,3,1,2,3,4,2,5,3,3,3,3,26,1,20,83,1,6,54
476,49,Female,+1-592-913-1023x38998,geaton@example.com,Germany,08-06-2024,GE3871,Economy,Mobile App,International,1,3270,4845,Platinum,1,1676.48,8,4174.14,3,30,Lounge Access,1,5,5,3,4,4,3,4,3,5,3,5,13,4,0,82,2,2,51
477,34,Female,(731)780-3559,michellebarron@example.com,Canada,19-07-2024,CA9031,Economy,Agent,International,4,6639,1024,Gold,3,1294.36,1,2928.24,5,35,No Offer,3,2,1,4,3,4,5,1,5,1,1,2,6,5,108,81,4,1,88
478,48,Female,652.499.7252,omeadows@example.org,France,02-03-2024,FR4284,Economy,Online,International,6,2808,1770,Platinum,4,1510.04,1,314.01,1,29,Free Upgrade,5,2,1,4,5,3,5,4,4,1,3,5,23,1,27,107,1,3,303
479,63,Female,(581)332-6418,samanthagrimes@example.net,UK,22-07-2024,UK1717,First Class,Online,International,6,1487,1886,Bronze,0,982.57,7,9353.52,4,23,Discount,1,5,5,1,3,4,3,5,2,3,5,3,26,3,113,120,0,7,117
480,70,Male,411-390-2712,vanderson@example.org,France,21-11-2024,FR4178,Economy,Phone,Domestic,5,6340,135,Silver,5,988.93,5,6821.08,1,14,Lounge Access,4,4,5,5,1,5,3,4,5,5,1,4,2,2,38,23,0,6,357
481,53,Male,412.408.4218x076,ckhan@example.org,Australia,04-03-2024,AU8031,First Class,Mobile App,International,8,6111,5883,Bronze,4,1300.06,8,10948.42,4,0,Free Upgrade,4,5,4,3,5,3,5,1,1,2,4,1,1,1,84,10,2,5,329
482,38,Female,001-305-779-2326,hunterjohn@example.org,Australia,12-01-2024,AU4884,Economy,Online,Domestic,6,9883,474,Bronze,1,1634.75,7,5532.31,4,0,Free Upgrade,5,3,5,5,3,2,5,1,5,3,5,1,4,1,115,37,5,4,173
483,39,Female,+1-840-825-3723x3909,jay10@example.com,Canada,21-03-2024,CA7261,Economy,Online,International,10,6271,1149,Gold,0,1019.22,2,3972.85,2,1,Free Upgrade,5,5,5,4,2,3,1,3,3,3,3,3,7,3,38,59,0,4,230
484,56,Male,(879)793-7714x663,bradleykevin@example.com,India,01-06-2024,IN5402,Economy,Phone,Domestic,4,718,5641,Silver,1,1816.96,2,1189.92,2,27,Discount,4,3,4,5,5,3,4,2,1,1,3,2,10,5,115,8,2,2,211
485,28,Female,001-305-747-3869x89700,pattonchristy@example.com,Japan,16-06-2024,JA1980,Business,Agent,International,6,186,727,Platinum,1,1732,4,12688.9,0,2,Discount,1,4,4,3,4,4,4,5,3,2,2,3,18,1,61,72,1,4,124
486,24,Female,393.690.6539x6063,myerswalter@example.net,Japan,25-06-2024,JA7611,First Class,Agent,International,8,5107,160,Bronze,5,230.79,1,1126.74,2,15,Free Upgrade,2,5,4,3,2,4,3,1,5,1,2,2,29,2,1,61,5,5,102
487,69,Female,001-841-966-7847,ycollins@example.net,France,23-11-2024,FR5064,Economy,Online,Domestic,5,3361,4215,Bronze,3,599.69,2,15633,0,0,Free Upgrade,2,2,1,5,5,5,3,4,5,5,1,3,7,2,20,22,3,1,32
488,34,Male,+1-520-830-3659x91987,zswanson@example.org,India,02-01-2024,IN6331,First Class,Agent,International,1,8610,380,Platinum,4,798.3,3,8629.38,5,31,Free Upgrade,5,4,2,5,4,1,5,2,1,4,2,5,19,5,89,14,5,6,101
489,67,Female,3333177107,barbarakelly@example.org,USA,06-12-2024,US4269,First Class,Phone,Domestic,5,2058,4900,Silver,2,1882.68,7,5760.75,0,19,Free Upgrade,4,2,5,1,3,5,4,1,2,3,5,1,30,1,31,48,4,5,61
490,73,Male,001-849-421-0938x8771,heidi07@example.net,UK,16-09-2024,UK1822,Business,Phone,International,6,1780,72,Platinum,2,384.45,1,1735.78,2,20,No Offer,3,3,2,4,2,2,1,4,1,2,2,3,22,4,88,29,3,3,197
491,48,Female,201-461-7345,kwalker@example.org,Japan,24-08-2024,JA9675,First Class,Phone,International,9,3721,2130,Platinum,5,1655.42,4,2213.46,3,17,Free Upgrade,5,4,4,2,2,2,3,2,5,5,3,5,28,1,106,77,0,7,175
492,24,Male,542-457-8479x94102,reesecarrie@example.com,France,06-08-2024,FR6097,First Class,Agent,Domestic,7,7280,8457,Bronze,2,822.36,3,4723.9,4,45,Free Upgrade,1,4,2,4,4,1,4,1,4,2,4,2,10,3,58,59,5,9,134
493,28,Male,(878)348-8233x117,traci11@example.org,India,10-03-2024,IN3654,First Class,Online,Domestic,2,7934,2383,Gold,0,975.1,6,2322.16,1,23,Discount,2,4,1,3,3,2,1,1,4,1,1,5,2,4,102,8,0,4,261
494,32,Female,+1-724-421-6317x454,david34@example.com,Australia,07-02-2024,AU4205,First Class,Online,International,8,8401,1730,Gold,1,1985.14,5,4683.45,1,11,Discount,1,1,3,5,2,1,1,4,3,3,4,5,1,4,111,110,3,3,160
495,31,Male,+1-422-278-6338x0698,michaelbrown@example.org,France,17-09-2024,FR7910,First Class,Phone,International,5,545,2017,Bronze,1,870.38,2,7792.5,0,9,Lounge Access,5,3,5,1,5,3,3,1,2,4,4,5,11,4,5,79,3,2,87
496,19,Male,-6448,andrew36@example.org,USA,20-04-2024,US1317,Business,Phone,Domestic,1,3079,3333,Platinum,5,619.48,7,1212.12,3,17,Free Upgrade,4,5,1,5,5,1,5,3,5,3,4,1,30,3,4,9,3,5,208
497,31,Male,822-287-1901x521,amybrown@example.org,India,31-05-2024,IN3858,Business,Agent,International,10,8499,49,Bronze,2,865.44,8,2611.26,2,32,Free Upgrade,5,2,3,4,2,5,1,4,3,3,3,1,15,2,70,64,3,2,259
498,71,Female,(769)379-5770x988,laura41@example.org,Japan,19-02-2024,JA4585,Economy,Mobile App,International,4,1218,6689,Silver,0,1485.87,3,878.8,1,3,Free Upgrade,3,2,5,2,4,2,4,3,2,5,5,5,20,5,115,114,4,7,110
499,25,Female,-5354,murphysandra@example.org,France,29-07-2024,FR7775,Economy,Online,International,5,9666,3580,Silver,4,452.32,2,1279.14,4,35,Free Upgrade,3,3,5,5,2,2,4,4,5,5,1,5,23,3,43,54,4,9,142
500,47,Male,-6146,torresscott@example.net,India,16-09-2024,IN5075,Business,Phone,Domestic,10,5017,8208,Gold,2,645.36,4,759.44,4,15,Lounge Access,3,1,2,2,5,2,2,5,5,5,5,4,7,5,48,86,2,5,6
501,18,Female,+1-328-985-5737x577,btaylor@example.net,Canada,16-06-2024,CA2057,Business,Agent,International,9,1233,7871,Bronze,4,1444.74,3,14883.48,3,48,Lounge Access,4,3,1,1,1,5,5,1,4,2,3,4,9,3,36,48,2,10,71
502,40,Female,(243)814-7447x2562,samanthahutchinson@example.com,Canada,01-11-2024,CA9981,Economy,Agent,Domestic,3,7792,4507,Silver,5,1980.14,1,4002.3,1,15,Lounge Access,3,2,1,1,2,1,3,3,5,4,5,3,26,2,83,52,2,7,118
503,37,Female,(393)353-8499x51309,wmoore@example.org,India,22-01-2024,IN3471,Business,Mobile App,International,5,1290,4002,Silver,4,597.13,10,6912.25,0,5,Discount,2,4,3,4,2,4,5,5,3,3,5,2,21,5,97,39,2,8,44
504,75,Male,(593)568-2882x87032,jocelynburke@example.org,UK,30-08-2024,UK3538,Business,Agent,International,6,512,337,Silver,0,1091.09,1,6006.88,4,36,No Offer,4,1,4,3,1,4,3,1,3,4,4,1,23,2,3,23,5,9,282
505,62,Male,001-420-286-6628x37279,ycampbell@example.org,Australia,26-01-2024,AU6897,Economy,Mobile App,Domestic,3,4135,873,Gold,4,1917.19,6,2173.26,2,3,Free Upgrade,4,4,1,2,5,5,3,4,3,3,2,2,3,2,49,55,3,8,62
506,78,Female,2026208492,mary24@example.com,France,06-03-2024,FR6728,First Class,Mobile App,International,5,65,4513,Silver,5,343.51,2,10489.26,3,12,Discount,1,1,1,5,3,5,5,3,1,3,3,2,20,2,116,99,3,2,356
507,25,Female,725-402-8791x882,hamiltonryan@example.com,UK,04-02-2024,UK1020,Economy,Mobile App,Domestic,5,8703,4340,Silver,5,1765.17,4,5724.48,2,32,Lounge Access,4,1,1,1,4,1,1,5,1,1,5,3,18,5,83,4,1,10,175
508,26,Male,5205110991,dmullins@example.net,Japan,04-02-2024,JA8668,Business,Online,Domestic,2,1649,910,Silver,2,1579,1,2084.94,0,24,Lounge Access,1,5,2,4,1,2,5,4,4,3,5,4,9,4,73,96,1,6,268
509,79,Female,249-762-3441,egarcia@example.org,France,24-01-2024,FR9744,Economy,Mobile App,Domestic,8,3336,823,Platinum,2,1691.64,2,3182.27,0,21,No Offer,4,3,4,5,4,5,4,3,4,4,1,2,9,2,25,1,0,2,3
510,43,Female,213.298.8568x45451,campbellcorey@example.org,Japan,27-03-2024,JA2616,Economy,Phone,Domestic,8,3776,4698,Platinum,0,1987.52,2,2606.9,5,10,No Offer,4,3,3,5,2,2,3,1,2,3,1,1,11,3,40,107,2,7,345
511,18,Male,(438)586-9394,danabrewer@example.net,Canada,13-03-2024,CA4243,Business,Online,International,1,6323,25,Platinum,3,535.1,5,1817.44,0,6,Discount,4,5,3,5,1,5,3,2,1,3,1,4,17,3,93,9,4,4,296
512,18,Male,(873)878-1466x950,joy22@example.com,Canada,17-10-2024,CA5184,Business,Mobile App,International,5,3481,344,Silver,3,1877.15,6,3972.15,1,22,No Offer,3,1,2,1,5,2,1,4,1,4,2,1,6,3,7,41,1,10,135
513,52,Male,339.717.6930,jhall@example.net,India,25-11-2024,IN5925,Business,Agent,International,9,9621,7317,Platinum,1,1738.45,9,3399.4,2,3,Free Upgrade,1,4,2,1,4,1,5,3,5,4,4,1,15,2,62,57,3,7,48
514,35,Female,490.472.8539,bryanmartin@example.com,UK,22-01-2024,UK8744,Economy,Mobile App,International,6,5368,7595,Silver,0,1247.29,8,3525.96,1,24,Discount,1,1,4,1,4,1,5,2,5,3,2,4,11,2,57,99,1,2,38
515,63,Male,8143557859,daniel11@example.org,USA,27-10-2024,US7601,Business,Agent,Domestic,5,3918,443,Gold,2,1889.6,9,2573.65,2,19,Discount,5,2,4,5,3,1,2,5,2,2,3,2,24,1,9,101,3,7,303
516,58,Male,217-541-1994x57540,elizabethpeterson@example.com,Australia,30-07-2024,AU2665,Economy,Phone,Domestic,6,1081,1662,Gold,3,1415.53,4,14518.3,3,14,Free Upgrade,5,4,2,4,4,3,2,5,3,5,2,5,13,3,87,114,0,8,232
517,47,Female,987-554-4844x8061,collinskimberly@example.com,Australia,05-11-2024,AU2930,Business,Agent,International,4,1735,1807,Platinum,2,1268.75,2,4157,3,5,Lounge Access,5,2,3,3,4,3,5,2,1,1,5,3,11,4,18,14,0,6,249
518,25,Male,001-677-873-0844,moranjeffrey@example.com,UK,07-04-2024,UK7781,First Class,Agent,International,7,6909,77,Silver,1,329.5,3,2316.74,2,49,No Offer,4,4,4,1,4,5,1,1,4,2,5,1,25,3,68,23,0,5,193
519,47,Female,+1-204-896-5102x618,collinsantonio@example.org,UK,22-01-2024,UK7116,Economy,Agent,International,10,4219,428,Silver,3,1903.14,6,1232.97,2,1,Discount,5,5,1,1,5,3,2,2,1,1,2,3,30,2,1,103,0,9,186
520,69,Male,(316)599-5597,taraconway@example.net,UK,06-07-2024,UK3150,Business,Online,International,4,4366,154,Platinum,1,133.69,1,1511.3,1,6,Lounge Access,2,3,2,4,4,1,3,3,4,2,5,5,7,3,113,11,1,6,199
521,39,Male,665.884.3124,perkinsjesse@example.net,Canada,21-08-2024,CA8029,First Class,Agent,Domestic,6,650,1177,Platinum,2,1445.82,10,10275.84,5,9,No Offer,2,3,4,4,3,4,5,2,4,2,5,5,13,5,38,98,1,4,82
522,27,Male,247.380.6939x3648,njarvis@example.com,Canada,29-09-2024,CA2623,Business,Online,International,10,8406,1426,Bronze,3,802.79,1,3530.8,5,35,Free Upgrade,1,1,3,2,4,4,5,2,1,3,1,2,13,5,75,14,2,10,24
523,57,Female,+1-285-568-4638x346,johngillespie@example.org,Germany,16-09-2024,GE8684,First Class,Phone,Domestic,2,8907,634,Platinum,4,635.84,8,4998.8,5,22,Free Upgrade,2,3,1,2,5,3,2,1,2,2,5,3,15,5,42,48,4,1,311
524,34,Male,4966058244,matthew64@example.org,Australia,15-05-2024,AU7442,First Class,Mobile App,International,6,621,2849,Silver,2,1057.19,3,306.09,2,30,Free Upgrade,3,1,2,4,3,5,3,1,5,5,5,2,3,1,57,65,4,5,61
525,63,Female,373-734-5288x7123,cfisher@example.net,France,01-01-2024,FR7513,First Class,Agent,Domestic,1,7922,2561,Platinum,5,814.46,1,2638.64,2,25,No Offer,3,4,2,5,2,5,2,4,1,1,2,1,4,5,2,108,0,6,271
526,71,Male,+1-676-746-9098x16344,nguyenkimberly@example.org,Japan,09-11-2024,JA5654,First Class,Agent,Domestic,1,5730,1497,Bronze,5,520.67,6,3034.26,5,42,Free Upgrade,5,3,1,2,4,2,4,1,2,4,4,5,19,3,120,36,5,3,152
527,33,Female,360.221.9010x168,jacksonmichael@example.org,India,21-08-2024,IN1965,Economy,Mobile App,International,3,7162,2952,Silver,3,1148.43,2,13636.63,2,44,Free Upgrade,1,5,4,5,4,5,3,3,5,4,3,1,23,1,69,69,2,4,258
528,29,Male,463.230.1375,carterjessica@example.net,Canada,06-04-2024,CA4881,First Class,Mobile App,Domestic,10,2844,3198,Bronze,4,1582.1,3,1697.5,3,4,Free Upgrade,4,1,1,1,5,2,3,3,5,4,4,4,4,2,87,41,3,9,207
529,24,Female,276-394-2755x7387,lindsay07@example.com,Germany,25-09-2024,GE5564,Business,Agent,Domestic,2,7500,1336,Gold,1,1021.72,5,10794.4,0,28,Discount,4,5,2,4,1,1,4,4,2,1,4,2,5,5,100,85,3,7,110
530,68,Male,(326)305-5915x8743,williamcurtis@example.com,USA,07-11-2024,US4425,Economy,Agent,Domestic,6,2961,588,Silver,2,1266.09,5,18898.8,3,17,Free Upgrade,2,4,2,5,2,3,3,1,5,2,3,4,7,2,86,72,5,4,155
531,33,Female,001-821-222-6175x61525,hbecker@example.net,Japan,02-09-2024,JA6456,Business,Phone,International,7,2400,5664,Silver,1,1031.66,5,13148.46,1,41,No Offer,4,4,2,2,5,5,4,2,3,2,2,1,6,5,53,93,4,7,203
532,40,Female,756.277.3517x762,sleach@example.com,France,31-05-2024,FR9440,Business,Mobile App,Domestic,4,486,1726,Platinum,5,954.14,10,11860.2,2,42,Discount,2,5,2,3,4,2,2,4,3,2,1,4,17,1,63,43,4,10,170
533,70,Female,478-635-3207x395,josewalker@example.net,UK,05-09-2024,UK3157,Economy,Mobile App,Domestic,10,5687,764,Bronze,0,162.18,1,4084.9,5,1,No Offer,2,4,3,4,4,2,5,3,3,2,1,5,18,2,59,15,5,9,297
534,20,Female,(266)637-8369,brittany89@example.org,Australia,19-01-2024,AU1862,Business,Mobile App,Domestic,7,1527,2123,Silver,1,1393.3,4,1179.84,0,36,Lounge Access,5,5,1,4,5,1,5,5,4,3,1,3,2,5,112,44,5,10,50
535,26,Male,001-909-975-4492x350,amber98@example.com,USA,01-01-2024,US6557,Economy,Mobile App,Domestic,10,1432,2477,Gold,4,1388.58,5,7782,1,21,No Offer,4,4,5,4,3,4,5,5,2,4,4,2,19,4,96,71,3,3,191
536,36,Female,676.585.7659x3835,robert04@example.org,UK,14-05-2024,UK5079,First Class,Mobile App,International,10,4961,96,Platinum,5,1668.65,10,5558.35,0,49,Discount,3,4,3,3,3,5,2,3,3,3,5,5,1,1,12,75,4,1,359
537,56,Female,788.609.9755,stephen25@example.net,Germany,14-08-2024,GE5702,Business,Agent,Domestic,7,943,1778,Platinum,1,1181.21,9,10691.64,1,25,Lounge Access,2,3,1,3,2,5,2,3,3,5,1,3,16,4,54,106,4,4,125
538,77,Male,(606)747-7168x7772,jamescatherine@example.com,India,18-05-2024,IN4006,Economy,Phone,International,3,2362,328,Gold,2,1765.85,6,9765.35,5,29,Lounge Access,3,3,2,1,2,3,2,2,2,4,3,4,28,3,118,47,5,10,6
539,53,Male,326.336.0285,zromero@example.org,France,26-08-2024,FR2354,Business,Mobile App,International,3,1294,661,Platinum,0,1479.48,2,1351.72,2,8,No Offer,3,3,1,5,5,3,1,2,3,3,5,3,21,3,46,87,0,10,123
540,65,Male,(539)986-2364x56858,andrew11@example.net,Canada,26-03-2024,CA4736,First Class,Agent,International,9,8541,6192,Platinum,0,1549.14,4,5582.2,3,14,Discount,4,3,3,2,5,5,2,2,5,1,1,3,30,4,41,30,2,2,58
541,21,Female,925-220-4434x39495,ycortez@example.com,Australia,05-04-2024,AU2398,Business,Mobile App,International,7,2704,374,Silver,2,1914.9,5,801.72,3,16,Discount,4,3,3,3,4,2,4,3,2,1,4,4,12,3,100,112,2,7,332
542,73,Female,327-705-4813x1670,pachecorachel@example.org,India,09-07-2024,IN7792,Economy,Online,Domestic,7,1976,9698,Bronze,1,1337.31,4,10774.56,5,38,Free Upgrade,1,3,5,5,3,4,4,4,1,4,5,1,12,4,35,73,3,8,70
543,19,Female,001-349-948-4274x05541,seanmorrow@example.net,Canada,19-02-2024,CA6763,First Class,Online,International,7,8423,6406,Bronze,0,1227.72,10,4800.87,4,23,Discount,1,3,1,5,2,3,2,5,1,2,3,3,10,1,85,12,4,4,303
544,18,Male,782-419-9918x678,reillyruth@example.com,UK,12-05-2024,UK9052,Economy,Online,International,7,6467,1162,Platinum,4,1387.82,3,3627.84,2,25,Discount,4,2,4,1,1,3,5,5,1,3,1,5,19,4,94,102,1,7,32
545,44,Female,+1-422-505-4588x905,natashaduncan@example.net,UK,08-10-2024,UK6242,Economy,Agent,Domestic,5,6360,3199,Bronze,0,126.04,9,472.08,0,50,Discount,4,3,4,1,3,2,1,3,4,5,1,3,15,5,46,42,2,6,297
546,48,Male,001-795-955-3374x81537,kingmichael@example.com,USA,16-10-2024,US3914,Business,Mobile App,Domestic,3,5230,1825,Platinum,2,1432.64,4,8206.16,5,9,Discount,2,1,1,4,2,3,5,2,4,4,5,4,30,1,25,27,0,9,187
547,25,Female,+1-987-449-3225x6218,jessicafitzgerald@example.net,UK,10-04-2024,UK5948,Economy,Online,Domestic,6,5753,121,Bronze,4,1722.61,3,1974.14,0,2,Free Upgrade,4,5,4,3,2,4,3,3,5,3,4,1,5,5,6,119,5,3,77
548,69,Female,967-455-1190,mcdonaldkatie@example.com,UK,15-06-2024,UK2237,First Class,Mobile App,International,6,7821,264,Bronze,4,1956.6,3,11378.16,0,47,Discount,1,2,3,5,1,1,4,1,1,3,3,3,21,3,10,50,3,3,360
549,25,Female,8786294005,ahernandez@example.net,USA,02-04-2024,US6255,Business,Online,International,1,5732,2826,Bronze,3,842.5,8,8311.14,5,3,Discount,1,5,1,1,1,3,5,5,4,4,1,5,7,4,74,112,0,6,63
550,60,Male,001-924-454-2934x2169,bbrown@example.net,Australia,28-05-2024,AU7363,Business,Online,International,2,7277,1472,Bronze,4,667.61,3,9573.36,0,38,Lounge Access,5,2,4,2,3,2,4,2,2,3,1,1,29,5,69,28,0,7,47
551,44,Male,5056903686,qwoods@example.com,Australia,15-02-2024,AU6032,Business,Agent,International,9,4510,3114,Gold,2,821.23,8,12212.28,3,15,Free Upgrade,5,2,5,1,4,2,5,5,2,2,5,1,2,3,108,69,5,3,352
552,69,Female,932.429.0529,wallerjason@example.net,Japan,27-06-2024,JA3368,Business,Phone,Domestic,6,2685,3724,Gold,3,1630.28,4,1005.04,2,15,Discount,2,3,3,1,5,2,1,2,5,2,5,3,5,5,34,98,4,5,164
553,72,Female,+1-696-353-1970x663,zachary18@example.com,Australia,13-03-2024,AU2293,Business,Mobile App,International,9,6796,200,Bronze,0,1789.62,9,4711.05,2,48,Discount,1,2,4,2,5,4,3,5,3,2,5,2,23,1,25,5,2,4,121
554,67,Female,001-671-453-9856x676,jamesperkins@example.com,USA,05-09-2024,US2214,Business,Agent,Domestic,1,3816,1676,Bronze,4,922.01,6,4528.44,2,12,Lounge Access,2,4,2,4,1,2,2,5,1,3,3,5,28,3,25,19,1,4,280
555,59,Male,+1-588-689-1162x86584,rodriguezkimberly@example.com,UK,07-11-2024,UK8938,Business,Phone,Domestic,3,9976,6785,Silver,0,982.34,3,3815.07,2,31,No Offer,4,4,1,2,5,4,3,5,5,5,5,2,29,5,94,6,2,1,231
556,49,Male,001-248-461-6149x33137,colemanemily@example.com,Germany,01-05-2024,GE2005,Economy,Phone,International,4,8571,219,Silver,3,1039.37,4,3523,3,32,Discount,5,5,1,5,3,5,4,4,2,4,3,1,19,3,57,92,1,1,141
